s.id,s
"""1054""","{ef: ""f"", gi: 12, parity: ""-"", g: -0.286031, tau: 0.017716, J: 2.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""1054"", state: ""X2Sigma+"", Lambda: 0, energy: 2554.8628}"
"""1069""","{ef: ""f"", gi: 12, parity: ""-"", g: 0.172457, tau: 0.00094146, J: 2.5, Omega: -1.5, v: 0, Epsilon: 0.5, id: ""1069"", state: ""Ap2Delta"", Lambda: -2, energy: 14501.96833}"
"""1071""","{ef: ""f"", gi: 12, parity: ""-"", g: 0.856246, tau: 0.3557, J: 2.5, Omega: -2.5, v: 0, Epsilon: -0.5, id: ""1071"", state: ""Ap2Delta"", Lambda: -2, energy: 14854.105216}"
"""1074""","{ef: ""f"", gi: 12, parity: ""-"", g: 0.856254, tau: 0.085171, J: 2.5, Omega: -2.5, v: 1, Epsilon: -0.5, id: ""1074"", state: ""Ap2Delta"", Lambda: -2, energy: 15647.968174}"
"""1079""","{ef: ""f"", gi: 12, parity: ""-"", g: 0.341255, tau: 3.2732e-8, J: 2.5, Omega: -1.5, v: 0, Epsilon: -0.5, id: ""1079"", state: ""A2Pi"", Lambda: -1, energy: 16726.071447}"
"""1107""","{ef: ""f"", gi: 12, parity: ""-"", g: -0.285118, tau: 3.0732e-8, J: 2.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""1107"", state: ""B2Sigma"", Lambda: 0, energy: 20746.43882}"
"""1321""","{ef: ""f"", gi: 16, parity: ""+"", g: -0.222468, tau: 11182.0, J: 3.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""1321"", state: ""X2Sigma+"", Lambda: 0, energy: 7.761}"
"""1322""","{ef: ""f"", gi: 16, parity: ""+"", g: -0.222468, tau: 0.052125, J: 3.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""1322"", state: ""X2Sigma+"", Lambda: 0, energy: 863.4727}"
"""1323""","{ef: ""f"", gi: 16, parity: ""+"", g: -0.222468, tau: 0.026319, J: 3.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""1323"", state: ""X2Sigma+"", Lambda: 0, energy: 1713.5259}"
"""1324""","{ef: ""f"", gi: 16, parity: ""+"", g: -0.222468, tau: 0.017718, J: 3.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""1324"", state: ""X2Sigma+"", Lambda: 0, energy: 2557.9257}"
"""1325""","{ef: ""f"", gi: 16, parity: ""+"", g: -0.222469, tau: 0.01342, J: 3.5, Omega: 0.5, v: 4, Epsilon: 0.5, id: ""1325"", state: ""X2Sigma+"", Lambda: 0, energy: 3396.6466}"
"""1339""","{ef: ""f"", gi: 16, parity: ""+"", g: 0.096763, tau: 0.00093863, J: 3.5, Omega: 1.5, v: 0, Epsilon: -0.5, id: ""1339"", state: ""Ap2Delta"", Lambda: 2, energy: 14504.6648}"
"""1341""","{ef: ""f"", gi: 16, parity: ""+"", g: 0.474739, tau: 0.14832, J: 3.5, Omega: 2.5, v: 0, Epsilon: 0.5, id: ""1341"", state: ""Ap2Delta"", Lambda: 2, energy: 14856.743007}"
"""1349""","{ef: ""f"", gi: 16, parity: ""+"", g: 0.188712, tau: 3.2732e-8, J: 3.5, Omega: 1.5, v: 0, Epsilon: 0.5, id: ""1349"", state: ""A2Pi"", Lambda: 1, energy: 16728.77446}"
"""1377""","{ef: ""f"", gi: 16, parity: ""+"", g: -0.221758, tau: 3.0734e-8, J: 3.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""1377"", state: ""B2Sigma"", Lambda: 0, energy: 20749.48674}"
"""151""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.66741, tau: 942950.0, J: 0.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""151"", state: ""X2Sigma+"", Lambda: 0, energy: 0.7761}"
"""152""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.66741, tau: 0.05211, J: 0.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""152"", state: ""X2Sigma+"", Lambda: 0, energy: 856.519}"
"""153""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.66741, tau: 0.026311, J: 0.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""153"", state: ""X2Sigma+"", Lambda: 0, energy: 1706.6031}"
"""154""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.667411, tau: 0.017713, J: 0.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""154"", state: ""X2Sigma+"", Lambda: 0, energy: 2551.0341}"
"""155""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.667411, tau: 0.013416, J: 0.5, Omega: -0.5, v: 4, Epsilon: -0.5, id: ""155"", state: ""X2Sigma+"", Lambda: 0, energy: 3389.7864}"
"""156""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.667412, tau: 0.01084, J: 0.5, Omega: -0.5, v: 5, Epsilon: -0.5, id: ""156"", state: ""X2Sigma+"", Lambda: 0, energy: 4222.8438}"
"""157""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.667412, tau: 0.0091244, J: 0.5, Omega: -0.5, v: 6, Epsilon: -0.5, id: ""157"", state: ""X2Sigma+"", Lambda: 0, energy: 5050.2093}"
"""158""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.667412, tau: 0.0079004, J: 0.5, Omega: -0.5, v: 7, Epsilon: -0.5, id: ""158"", state: ""X2Sigma+"", Lambda: 0, energy: 5871.8858}"
"""159""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.667413, tau: 0.0069837, J: 0.5, Omega: -0.5, v: 8, Epsilon: -0.5, id: ""159"", state: ""X2Sigma+"", Lambda: 0, energy: 6687.8723}"
"""1591""","{ef: ""e"", gi: 16, parity: ""-"", g: 0.28603, tau: 28770.0, J: 3.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""1591"", state: ""X2Sigma+"", Lambda: 0, energy: 4.656274}"
"""1592""","{ef: ""e"", gi: 16, parity: ""-"", g: 0.28603, tau: 0.052103, J: 3.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""1592"", state: ""X2Sigma+"", Lambda: 0, energy: 860.381936}"
"""1593""","{ef: ""e"", gi: 16, parity: ""-"", g: 0.28603, tau: 0.026307, J: 3.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""1593"", state: ""X2Sigma+"", Lambda: 0, energy: 1710.438675}"
"""1594""","{ef: ""e"", gi: 16, parity: ""-"", g: 0.28603, tau: 0.017711, J: 3.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""1594"", state: ""X2Sigma+"", Lambda: 0, energy: 2554.847881}"
"""160""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.667413, tau: 0.0062718, J: 0.5, Omega: -0.5, v: 9, Epsilon: -0.5, id: ""160"", state: ""X2Sigma+"", Lambda: 0, energy: 7498.1527}"
"""1609""","{ef: ""e"", gi: 16, parity: ""-"", g: 0.096763, tau: 0.00093864, J: 3.5, Omega: -1.5, v: 0, Epsilon: 0.5, id: ""1609"", state: ""Ap2Delta"", Lambda: -2, energy: 14504.63483}"
"""1611""","{ef: ""e"", gi: 16, parity: ""-"", g: 0.474739, tau: 0.14832, J: 3.5, Omega: -2.5, v: 0, Epsilon: -0.5, id: ""1611"", state: ""Ap2Delta"", Lambda: -2, energy: 14856.743007}"
"""1619""","{ef: ""e"", gi: 16, parity: ""-"", g: 0.188707, tau: 3.2732e-8, J: 3.5, Omega: -1.5, v: 0, Epsilon: -0.5, id: ""1619"", state: ""A2Pi"", Lambda: -1, energy: 16728.774478}"
"""1647""","{ef: ""e"", gi: 16, parity: ""-"", g: 0.285115, tau: 3.073e-8, J: 3.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""1647"", state: ""B2Sigma"", Lambda: 0, energy: 20745.9244}"
"""172""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.003578, tau: 3.5472e-8, J: 0.5, Omega: -0.5, v: 0, Epsilon: 0.5, id: ""172"", state: ""A2Pi"", Lambda: -1, energy: 16294.991868}"
"""176""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.003524, tau: 3.6783e-8, J: 0.5, Omega: -0.5, v: 2, Epsilon: 0.5, id: ""176"", state: ""A2Pi"", Lambda: -1, energy: 17915.04543}"
"""178""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.003505, tau: 3.7505e-8, J: 0.5, Omega: -0.5, v: 3, Epsilon: 0.5, id: ""178"", state: ""A2Pi"", Lambda: -1, energy: 18715.15617}"
"""180""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.003493, tau: 3.8267e-8, J: 0.5, Omega: -0.5, v: 4, Epsilon: 0.5, id: ""180"", state: ""A2Pi"", Lambda: -1, energy: 19508.5542}"
"""182""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.00349, tau: 3.9057e-8, J: 0.5, Omega: -0.5, v: 5, Epsilon: 0.5, id: ""182"", state: ""A2Pi"", Lambda: -1, energy: 20295.13373}"
"""184""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.665291, tau: 3.0731e-8, J: 0.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""184"", state: ""B2Sigma"", Lambda: 0, energy: 20742.5775}"
"""186""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.003497, tau: 3.9904e-8, J: 0.5, Omega: -0.5, v: 6, Epsilon: 0.5, id: ""186"", state: ""A2Pi"", Lambda: -1, energy: 21075.036338}"
"""1861""","{ef: ""e"", gi: 20, parity: ""+"", g: 0.222468, tau: 11706.0, J: 4.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""1861"", state: ""X2Sigma+"", Lambda: 0, energy: 7.760542}"
"""1862""","{ef: ""e"", gi: 20, parity: ""+"", g: 0.222468, tau: 0.052104, J: 4.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""1862"", state: ""X2Sigma+"", Lambda: 0, energy: 863.472364}"
"""1863""","{ef: ""e"", gi: 20, parity: ""+"", g: 0.222468, tau: 0.026308, J: 4.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""1863"", state: ""X2Sigma+"", Lambda: 0, energy: 1713.525492}"
"""1864""","{ef: ""e"", gi: 20, parity: ""+"", g: 0.222468, tau: 0.017711, J: 4.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""1864"", state: ""X2Sigma+"", Lambda: 0, energy: 2557.925351}"
"""187""","{ef: ""f"", gi: 4, parity: ""-"", g: -0.665306, tau: 3.0403e-8, J: 0.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""187"", state: ""B2Sigma"", Lambda: 0, energy: 21493.35972}"
"""1879""","{ef: ""e"", gi: 20, parity: ""+"", g: 0.062357, tau: 0.00093502, J: 4.5, Omega: 1.5, v: 0, Epsilon: -0.5, id: ""1879"", state: ""Ap2Delta"", Lambda: 2, energy: 14508.03127}"
"""1881""","{ef: ""e"", gi: 20, parity: ""+"", g: 0.301326, tau: 0.084782, J: 4.5, Omega: 2.5, v: 0, Epsilon: 0.5, id: ""1881"", state: ""Ap2Delta"", Lambda: 2, energy: 14860.134404}"
"""1889""","{ef: ""e"", gi: 20, parity: ""+"", g: 0.119369, tau: 3.2732e-8, J: 4.5, Omega: 1.5, v: 0, Epsilon: 0.5, id: ""1889"", state: ""A2Pi"", Lambda: 1, energy: 16732.249747}"
"""1917""","{ef: ""e"", gi: 20, parity: ""+"", g: 0.221756, tau: 3.0729e-8, J: 4.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""1917"", state: ""B2Sigma"", Lambda: 0, energy: 20748.83709}"
"""2""","{ef: ""e"", gi: 4, parity: ""+"", g: 2.002205, tau: 0.052103, J: 0.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""2"", state: ""X2Sigma+"", Lambda: 0, energy: 855.7463}"
"""2131""","{ef: ""f"", gi: 20, parity: ""-"", g: -0.182019, tau: 5602.6, J: 4.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""2131"", state: ""X2Sigma+"", Lambda: 0, energy: 11.6414}"
"""2132""","{ef: ""f"", gi: 20, parity: ""-"", g: -0.182019, tau: 0.052132, J: 4.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""2132"", state: ""X2Sigma+"", Lambda: 0, energy: 867.3358}"
"""2133""","{ef: ""f"", gi: 20, parity: ""-"", g: -0.182019, tau: 0.026323, J: 4.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""2133"", state: ""X2Sigma+"", Lambda: 0, energy: 1717.3718}"
"""2134""","{ef: ""f"", gi: 20, parity: ""-"", g: -0.18202, tau: 0.017721, J: 4.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""2134"", state: ""X2Sigma+"", Lambda: 0, energy: 2561.7542}"
"""2135""","{ef: ""f"", gi: 20, parity: ""-"", g: -0.18202, tau: 0.013422, J: 4.5, Omega: -0.5, v: 4, Epsilon: -0.5, id: ""2135"", state: ""X2Sigma+"", Lambda: 0, energy: 3400.4576}"
"""2149""","{ef: ""f"", gi: 20, parity: ""-"", g: 0.062357, tau: 0.00093501, J: 4.5, Omega: -1.5, v: 0, Epsilon: 0.5, id: ""2149"", state: ""Ap2Delta"", Lambda: -2, energy: 14508.0269}"
"""2151""","{ef: ""f"", gi: 20, parity: ""-"", g: 0.301326, tau: 0.084782, J: 4.5, Omega: -2.5, v: 0, Epsilon: -0.5, id: ""2151"", state: ""Ap2Delta"", Lambda: -2, energy: 14860.134404}"
"""2159""","{ef: ""f"", gi: 20, parity: ""-"", g: 0.119375, tau: 3.2732e-8, J: 4.5, Omega: -1.5, v: 0, Epsilon: -0.5, id: ""2159"", state: ""A2Pi"", Lambda: -1, energy: 16732.24971}"
"""2187""","{ef: ""f"", gi: 20, parity: ""-"", g: -0.181439, tau: 3.0734e-8, J: 4.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""2187"", state: ""B2Sigma"", Lambda: 0, energy: 20753.2942}"
"""2192""","{ef: ""f"", gi: 20, parity: ""-"", g: -0.181443, tau: 3.0406e-8, J: 4.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""2192"", state: ""B2Sigma"", Lambda: 0, energy: 21503.98993}"
"""2401""","{ef: ""f"", gi: 24, parity: ""+"", g: -0.154016, tau: 3195.0, J: 5.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""2401"", state: ""X2Sigma+"", Lambda: 0, energy: 16.2977}"
"""2402""","{ef: ""f"", gi: 24, parity: ""+"", g: -0.154016, tau: 0.052142, J: 5.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""2402"", state: ""X2Sigma+"", Lambda: 0, energy: 871.9715}"
"""2403""","{ef: ""f"", gi: 24, parity: ""+"", g: -0.154016, tau: 0.026327, J: 5.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""2403"", state: ""X2Sigma+"", Lambda: 0, energy: 1721.9867}"
"""2404""","{ef: ""f"", gi: 24, parity: ""+"", g: -0.154017, tau: 0.017724, J: 5.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""2404"", state: ""X2Sigma+"", Lambda: 0, energy: 2566.3484}"
"""2405""","{ef: ""f"", gi: 24, parity: ""+"", g: -0.154017, tau: 0.013424, J: 5.5, Omega: 0.5, v: 4, Epsilon: 0.5, id: ""2405"", state: ""X2Sigma+"", Lambda: 0, energy: 3405.0308}"
"""2419""","{ef: ""f"", gi: 24, parity: ""+"", g: 0.04383, tau: 0.00093062, J: 5.5, Omega: 1.5, v: 0, Epsilon: -0.5, id: ""2419"", state: ""Ap2Delta"", Lambda: 2, energy: 14512.1581}"
"""2421""","{ef: ""f"", gi: 24, parity: ""+"", g: 0.207951, tau: 0.055652, J: 5.5, Omega: 2.5, v: 0, Epsilon: 0.5, id: ""2421"", state: ""Ap2Delta"", Lambda: 2, energy: 14864.27937}"
"""2429""","{ef: ""f"", gi: 24, parity: ""+"", g: 0.08204, tau: 3.2733e-8, J: 5.5, Omega: 1.5, v: 0, Epsilon: 0.5, id: ""2429"", state: ""A2Pi"", Lambda: 1, energy: 16736.497161}"
"""2457""","{ef: ""f"", gi: 24, parity: ""+"", g: -0.153525, tau: 3.0736e-8, J: 5.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""2457"", state: ""B2Sigma"", Lambda: 0, energy: 20757.80622}"
"""2462""","{ef: ""f"", gi: 24, parity: ""+"", g: -0.153528, tau: 3.0407e-8, J: 5.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""2462"", state: ""B2Sigma"", Lambda: 0, energy: 21508.48203}"
"""26""","{ef: ""e"", gi: 4, parity: ""+"", g: 0.007569, tau: 3.6783e-8, J: 0.5, Omega: 0.5, v: 2, Epsilon: -0.5, id: ""26"", state: ""A2Pi"", Lambda: 1, energy: 17915.20002}"
"""2671""","{ef: ""e"", gi: 24, parity: ""-"", g: 0.182019, tau: 5860.6, J: 5.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""2671"", state: ""X2Sigma+"", Lambda: 0, energy: 11.6414}"
"""2672""","{ef: ""e"", gi: 24, parity: ""-"", g: 0.182019, tau: 0.052107, J: 5.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""2672"", state: ""X2Sigma+"", Lambda: 0, energy: 867.3358}"
"""2673""","{ef: ""e"", gi: 24, parity: ""-"", g: 0.182019, tau: 0.02631, J: 5.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""2673"", state: ""X2Sigma+"", Lambda: 0, energy: 1717.3718}"
"""2674""","{ef: ""e"", gi: 24, parity: ""-"", g: 0.182019, tau: 0.017712, J: 5.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""2674"", state: ""X2Sigma+"", Lambda: 0, energy: 2561.738965}"
"""2689""","{ef: ""e"", gi: 24, parity: ""-"", g: 0.04383, tau: 0.00093063, J: 5.5, Omega: -1.5, v: 0, Epsilon: 0.5, id: ""2689"", state: ""Ap2Delta"", Lambda: -2, energy: 14512.062}"
"""2691""","{ef: ""e"", gi: 24, parity: ""-"", g: 0.207951, tau: 0.055652, J: 5.5, Omega: -2.5, v: 0, Epsilon: -0.5, id: ""2691"", state: ""Ap2Delta"", Lambda: -2, energy: 14864.27937}"
"""2699""","{ef: ""e"", gi: 24, parity: ""-"", g: 0.082032, tau: 3.2733e-8, J: 5.5, Omega: -1.5, v: 0, Epsilon: -0.5, id: ""2699"", state: ""A2Pi"", Lambda: -1, energy: 16736.497225}"
"""2727""","{ef: ""e"", gi: 24, parity: ""-"", g: 0.181437, tau: 3.073e-8, J: 5.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""2727"", state: ""B2Sigma"", Lambda: 0, energy: 20752.48388}"
"""28""","{ef: ""e"", gi: 4, parity: ""+"", g: 0.007512, tau: 3.7506e-8, J: 0.5, Omega: 0.5, v: 3, Epsilon: -0.5, id: ""28"", state: ""A2Pi"", Lambda: 1, energy: 18715.31309}"
"""2941""","{ef: ""e"", gi: 28, parity: ""+"", g: 0.154016, tau: 3340.3, J: 6.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""2941"", state: ""X2Sigma+"", Lambda: 0, energy: 16.2977}"
"""2942""","{ef: ""e"", gi: 28, parity: ""+"", g: 0.154016, tau: 0.05211, J: 6.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""2942"", state: ""X2Sigma+"", Lambda: 0, energy: 871.9715}"
"""2943""","{ef: ""e"", gi: 28, parity: ""+"", g: 0.154016, tau: 0.026312, J: 6.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""2943"", state: ""X2Sigma+"", Lambda: 0, energy: 1721.9867}"
"""2944""","{ef: ""e"", gi: 28, parity: ""+"", g: 0.154016, tau: 0.017713, J: 6.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""2944"", state: ""X2Sigma+"", Lambda: 0, energy: 2566.3484}"
"""2959""","{ef: ""e"", gi: 28, parity: ""+"", g: 0.032714, tau: 0.00092551, J: 6.5, Omega: 1.5, v: 0, Epsilon: -0.5, id: ""2959"", state: ""Ap2Delta"", Lambda: 2, energy: 14517.08387}"
"""2961""","{ef: ""e"", gi: 28, parity: ""+"", g: 0.151925, tau: 0.039584, J: 6.5, Omega: 2.5, v: 0, Epsilon: 0.5, id: ""2961"", state: ""Ap2Delta"", Lambda: 2, energy: 14869.17786}"
"""2969""","{ef: ""e"", gi: 28, parity: ""+"", g: 0.05963, tau: 3.2734e-8, J: 6.5, Omega: 1.5, v: 0, Epsilon: 0.5, id: ""2969"", state: ""A2Pi"", Lambda: 1, energy: 16741.516867}"
"""2997""","{ef: ""e"", gi: 28, parity: ""+"", g: 0.153524, tau: 3.0729e-8, J: 6.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""2997"", state: ""B2Sigma"", Lambda: 0, energy: 20756.90717}"
"""3""","{ef: ""e"", gi: 4, parity: ""+"", g: 2.002206, tau: 0.026308, J: 0.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""3"", state: ""X2Sigma+"", Lambda: 0, energy: 1705.8339}"
"""30""","{ef: ""e"", gi: 4, parity: ""+"", g: 0.007475, tau: 3.8267e-8, J: 0.5, Omega: 0.5, v: 4, Epsilon: -0.5, id: ""30"", state: ""A2Pi"", Lambda: 1, energy: 19508.71325}"
"""301""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400443, tau: 98980.0, J: 1.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""301"", state: ""X2Sigma+"", Lambda: 0, energy: 2.3283}"
"""302""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400443, tau: 0.052113, J: 1.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""302"", state: ""X2Sigma+"", Lambda: 0, energy: 858.0643}"
"""303""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400444, tau: 0.026313, J: 1.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""303"", state: ""X2Sigma+"", Lambda: 0, energy: 1708.1415}"
"""304""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400444, tau: 0.017714, J: 1.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""304"", state: ""X2Sigma+"", Lambda: 0, energy: 2552.5656}"
"""305""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400444, tau: 0.013417, J: 1.5, Omega: 0.5, v: 4, Epsilon: 0.5, id: ""305"", state: ""X2Sigma+"", Lambda: 0, energy: 3391.3109}"
"""306""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400444, tau: 0.010841, J: 1.5, Omega: 0.5, v: 5, Epsilon: 0.5, id: ""306"", state: ""X2Sigma+"", Lambda: 0, energy: 4224.3613}"
"""307""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400445, tau: 0.0091251, J: 1.5, Omega: 0.5, v: 6, Epsilon: 0.5, id: ""307"", state: ""X2Sigma+"", Lambda: 0, energy: 5051.7198}"
"""308""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400445, tau: 0.0079011, J: 1.5, Omega: 0.5, v: 7, Epsilon: 0.5, id: ""308"", state: ""X2Sigma+"", Lambda: 0, energy: 5873.3894}"
"""309""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400445, tau: 0.0069843, J: 1.5, Omega: 0.5, v: 8, Epsilon: 0.5, id: ""309"", state: ""X2Sigma+"", Lambda: 0, energy: 6689.3689}"
"""319""","{ef: ""f"", gi: 8, parity: ""+"", g: 0.39954, tau: 0.0009435, J: 1.5, Omega: 1.5, v: 0, Epsilon: -0.5, id: ""319"", state: ""Ap2Delta"", Lambda: 2, energy: 14500.1428}"
"""32""","{ef: ""e"", gi: 4, parity: ""+"", g: 0.007463, tau: 3.9057e-8, J: 0.5, Omega: 0.5, v: 5, Epsilon: -0.5, id: ""32"", state: ""A2Pi"", Lambda: 1, energy: 20295.29506}"
"""3211""","{ef: ""f"", gi: 28, parity: ""-"", g: -0.133481, tau: 1990.7, J: 6.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""3211"", state: ""X2Sigma+"", Lambda: 0, energy: 21.7301}"
"""3212""","{ef: ""f"", gi: 28, parity: ""-"", g: -0.133481, tau: 0.05215, J: 6.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""3212"", state: ""X2Sigma+"", Lambda: 0, energy: 877.378399}"
"""3213""","{ef: ""f"", gi: 28, parity: ""-"", g: -0.133481, tau: 0.026331, J: 6.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""3213"", state: ""X2Sigma+"", Lambda: 0, energy: 1727.3708}"
"""3214""","{ef: ""f"", gi: 28, parity: ""-"", g: -0.133481, tau: 0.017727, J: 6.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""3214"", state: ""X2Sigma+"", Lambda: 0, energy: 2571.7082}"
"""3215""","{ef: ""f"", gi: 28, parity: ""-"", g: -0.133481, tau: 0.013427, J: 6.5, Omega: -0.5, v: 4, Epsilon: -0.5, id: ""3215"", state: ""X2Sigma+"", Lambda: 0, energy: 3410.3661}"
