s.id,s
3026,"{gtot: 17, el_state: ""A1Piu"", Sigma: 0, tau: 0.000013213, parity_rot: ""f"", J: 8, parity_tot: ""-"", gLande: 0.0139, Omega: -1, v: 0, id: 3026, Lambda: -1, energy: 8384.146962}"
3500,"{gtot: 21, el_state: ""X1Sigmag+"", Sigma: 0, tau: 10000, parity_rot: ""e"", J: 10, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 0, id: 3500, Lambda: 0, energy: 199.131247}"
3501,"{gtot: 21, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1639.1, parity_rot: ""e"", J: 10, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 1, id: 3501, Lambda: 0, energy: 2024.615469}"
3502,"{gtot: 21, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1070.2, parity_rot: ""e"", J: 10, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 2, id: 3502, Lambda: 0, energy: 3821.774165}"
3503,"{gtot: 21, el_state: ""X1Sigmag+"", Sigma: 0, tau: 11.849, parity_rot: ""e"", J: 10, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 3, id: 3503, Lambda: 0, energy: 5589.69294}"
3794,"{gtot: 21, el_state: ""A1Piu"", Sigma: 0, tau: 0.000013259, parity_rot: ""f"", J: 10, parity_tot: ""-"", gLande: 0.0091, Omega: -1, v: 0, id: 3794, Lambda: -1, energy: 8445.21446}"
4268,"{gtot: 25, el_state: ""X1Sigmag+"", Sigma: 0, tau: 10000, parity_rot: ""e"", J: 12, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 0, id: 4268, Lambda: 0, energy: 282.35416}"
4269,"{gtot: 25, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1612.5, parity_rot: ""e"", J: 12, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 1, id: 4269, Lambda: 0, energy: 2107.001692}"
4270,"{gtot: 25, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1065.8, parity_rot: ""e"", J: 12, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 2, id: 4270, Lambda: 0, energy: 3903.306591}"
4271,"{gtot: 25, el_state: ""X1Sigmag+"", Sigma: 0, tau: 11.242, parity_rot: ""e"", J: 12, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 3, id: 4271, Lambda: 0, energy: 5670.352887}"
4562,"{gtot: 25, el_state: ""A1Piu"", Sigma: 0, tau: 0.000013315, parity_rot: ""f"", J: 12, parity_tot: ""-"", gLande: 0.0064, Omega: -1, v: 0, id: 4562, Lambda: -1, energy: 8519.113278}"
5036,"{gtot: 29, el_state: ""X1Sigmag+"", Sigma: 0, tau: 10000, parity_rot: ""e"", J: 14, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 0, id: 5036, Lambda: 0, energy: 380.012503}"
5037,"{gtot: 29, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1582.2, parity_rot: ""e"", J: 14, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 1, id: 5037, Lambda: 0, energy: 2203.678462}"
5038,"{gtot: 29, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1060.2, parity_rot: ""e"", J: 14, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 2, id: 5038, Lambda: 0, energy: 3998.980753}"
5039,"{gtot: 29, el_state: ""X1Sigmag+"", Sigma: 0, tau: 10.561, parity_rot: ""e"", J: 14, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 3, id: 5039, Lambda: 0, energy: 5765.001502}"
5330,"{gtot: 29, el_state: ""A1Piu"", Sigma: 0, tau: 0.000013381, parity_rot: ""f"", J: 14, parity_tot: ""-"", gLande: 0.0048, Omega: -1, v: 0, id: 5330, Lambda: -1, energy: 8605.82954}"
5804,"{gtot: 33, el_state: ""X1Sigmag+"", Sigma: 0, tau: 10000, parity_rot: ""e"", J: 16, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 0, id: 5804, Lambda: 0, energy: 492.102482}"
5805,"{gtot: 33, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1548.7, parity_rot: ""e"", J: 16, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 1, id: 5805, Lambda: 0, energy: 2314.626966}"
5806,"{gtot: 33, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1053.6, parity_rot: ""e"", J: 16, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 2, id: 5806, Lambda: 0, energy: 4108.781439}"
5807,"{gtot: 33, el_state: ""X1Sigmag+"", Sigma: 0, tau: 9.8198, parity_rot: ""e"", J: 16, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 3, id: 5807, Lambda: 0, energy: 5873.62091}"
6098,"{gtot: 33, el_state: ""A1Piu"", Sigma: 0, tau: 0.000013457, parity_rot: ""f"", J: 16, parity_tot: ""-"", gLande: 0.0037, Omega: -1, v: 0, id: 6098, Lambda: -1, energy: 8705.346079}"
6571,"{gtot: 37, el_state: ""X1Sigmag+"", Sigma: 0, tau: 10000, parity_rot: ""e"", J: 18, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 0, id: 6571, Lambda: 0, energy: 618.569728}"
6572,"{gtot: 37, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1512.4, parity_rot: ""e"", J: 18, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 1, id: 6572, Lambda: 0, energy: 2439.824601}"
6573,"{gtot: 37, el_state: ""X1Sigmag+"", Sigma: 0, tau: 1045.7, parity_rot: ""e"", J: 18, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 2, id: 6573, Lambda: 0, energy: 4232.677229}"
6574,"{gtot: 37, el_state: ""X1Sigmag+"", Sigma: 0, tau: 9.0332, parity_rot: ""e"", J: 18, parity_tot: ""+"", gLande: 0.0, Omega: 0, v: 3, id: 6574, Lambda: 0, energy: 5996.193645}"
6863,"{gtot: 37, el_state: ""A1Piu"", Sigma: 0, tau: 0.000013544, parity_rot: ""f"", J: 18, parity_tot: ""-"", gLande: 0.0029, Omega: -1, v: 0, id: 6863, Lambda: -1, energy: 8817.641713}"
